암호화요양기호,요양기관명,종별코드,종별코드명,시도코드,시도코드명,시군구코드,시군구코드명,읍면동,주소,전화번호,병원URL,개설일자,총의사수,의과일반의 인원수,의과인턴 인원수,의과레지던트 인원수,의과전문의 인원수,치과일반의 인원수,치과인턴 인원수,치과레지던트 인원수,치과전문의 인원수,한방일반의 인원수,한방인턴 인원수,한방레지던트 인원수,한방전문의 인원수,x좌표,y좌표,조사기간,병원홈페이지,조산사 인원수,좌표(X),좌표(Y),equitments,levels,grade,medicalLevel,cluster,DistanceToCenter,score,class
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ3MiQzNjEyMjIjNjEjJDEjJDgjJDgz,새숨병원,21,병원,110000,서울,110018,송파구,문정동,"서울특별시 송파구 정의로8길 4, KDG70타워 2,3,4층 (문정동)",02-449-7588,,20200831,3,0,0,0,3,0,0,0,0,0,0,0,0,,,202406,,0.0,127.1157088,37.485699,0.0003443526170798,0.2857142857142857,0.6,0.08974358974358973,0,0.03243939837271979,0.6868394797207865,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ3OSQzNjE0ODEjNTEjJDEjJDYjJDgz,새움병원,21,병원,110000,서울,110025,금천구,독산동,"서울특별시 금천구 시흥대로139길 8, 새움병원 (독산동)",02-1577-7015,,20101108,18,0,0,0,18,0,0,0,0,0,0,0,0,,,202406,,0.0,126.8976554,37.4730529,0.0276696987223303,0.4285714285714285,0.6,0.22435897435897434,0,0.1964990996671073,0.850899181015174,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQwMyQyNjE4MzIjNTEjJDEjJDYjJDgz,새힘병원,21,병원,110000,서울,110022,노원구,상계동,"서울특별시 노원구 노원로 416, (상계동)",02-6956-1231,,20230201,5,0,0,0,5,0,0,0,0,0,0,0,0,,,202406,,0.0,127.0679083,37.6537182,0.0169794320512023,0.3571428571428571,0.6,0.07051282051282051,0,0.09473820552951144,0.7491382868775781,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ3OSQzNjEyMjIjNDEjJDEjJDgjJDgz,서울21세기병원,21,병원,110000,서울,110021,서초구,서초동,"서울특별시 서초구 서초중앙로 39, (서초동)",02-3477-0880,,20030901,10,0,0,0,10,0,0,0,0,0,0,0,0,,,202406,,0.0,127.0157273,37.4852908,0.0249148777856911,0.3571428571428571,0.6,0.33974358974358976,2,0.08181789690095274,0.9163652605490136,1.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ3MiQzNjE4MzIjNjEjJDEjJDAjJDgz,서울고든병원,21,병원,110000,서울,110003,강서구,등촌동,"서울특별시 강서구 양천로 600, 파인블루빌딩 지하1,2,7,8,층 9,10호 (등촌동)",1670-0124,,20121010,6,0,0,0,6,0,0,0,0,0,0,0,0,,,202406,,0.0,126.8646913,37.5554814,0.0249148777856911,0.4285714285714285,0.6,0.18589743589743588,0,0.1763036749555999,0.8307037563036666,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQwMyQyNjEwMDIjNDEjJDEjJDgjJDgz,서울나은병원,21,병원,110000,서울,110007,동대문구,제기동,"서울특별시 동대문구 왕산로 137, (제기동)",02-1544-6003,,20110310,6,0,0,0,6,0,0,0,0,0,0,0,0,,,202406,,0.0,127.0387505,37.5785713,0.0320893221610925,0.4285714285714285,0.6,0.10897435897435896,0,0.1585849821068481,0.8129850634549148,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ3OSQyNjE4MzIjODEjJDEjJDYjJDgz,서울노보스병원,21,병원,110000,서울,110006,도봉구,도봉동,"서울특별시 도봉구 도봉로 755, (도봉동)",02-3492-3251,,19930203,11,0,0,0,10,0,0,0,0,0,0,0,1,,,202406,http://novos.kr,0.0,127.0436246,37.6718832,0.056587551204776,0.3571428571428571,0.6,0.18589743589743588,0,0.12319436968098127,0.777594451029048,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjEwMDIjNjEjJDEjJDgjJDgz,서울라본병원,21,병원,110000,서울,110019,중랑구,망우동,"서울특별시 중랑구 망우로 476, (망우동)",02-2209-6677,,20080901,7,0,0,0,7,0,0,0,0,0,0,0,0,,,202406,,0.0,127.1050937,37.6003119,0.018012489902442,0.4285714285714285,0.6,0.12179487179487178,0,0.15854532620552989,0.8129454075535966,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQxMyQyNjEwMDIjODEjJDEjJDIjJDgz,서울바른세상병원,21,병원,110000,서울,110025,금천구,독산동,"서울특별시 금천구 시흥대로 421, (독산동, 건국빌딩)",02-2111-9700,,20151202,11,0,0,0,11,0,0,0,0,0,0,0,0,,,202406,,0.0,126.8977957,37.4712638,0.0245705251686112,0.4285714285714285,0.6,0.15384615384615383,0,0.16463081953622147,0.8190309008842882,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ5MiQzNjEyMjIjNjEjJDEjJDQjJDgz,서울병원,21,병원,110000,서울,110015,은평구,대조동,"서울특별시 은평구 진흥로 191, (대조동)",02-357-9964,,20020625,6,0,0,0,6,0,0,0,0,0,0,0,0,,,202406,,0.0,126.9307507,37.608851,0.0292285465730441,0.3571428571428571,0.6,0.3717948717948718,2,0.059712817919691824,0.8942601815677527,1.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ4MiQzNjE4MzIjODEjJDEjJDYjJDgz,서울병원,21,병원,110000,서울,110018,송파구,가락동,"서울특별시 송파구 오금로 290, (가락동)",02-405-8500,,19980605,18,0,0,0,16,1,0,0,1,0,0,0,0,,,202406,,0.0,127.1247204,37.5039282,0.061207183964361,0.4285714285714285,0.6,0.3717948717948718,2,0.10759217124793587,0.9421395348959967,1.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ3MiQyNjE4MzIjNDEjJDEjJDgjJDgz,서울본브릿지병원,21,병원,110000,서울,110001,강남구,도곡동,"서울특별시 강남구 도곡로 214, 롤스웰빌딩,지하2층, 지하1층, 지상1층 일부, 지상2~7층  (도곡동)",02-1899-0090,,20200515,11,0,0,0,11,0,0,0,0,0,0,0,0,,,202406,,0.0,127.0424459,37.4924788,0.0277404513349489,0.1428571428571428,0.6,0.12179487179487178,0,0.1304198355730622,0.784819916921129,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ4MiQ0NjE0ODEjNTEjJDEjJDYjJDgz,서울석병원,21,병원,110000,서울,110018,송파구,가락동,"서울특별시 송파구 송이로 148, (가락동)",02-403-7585,,20150121,7,0,0,0,7,0,0,0,0,0,0,0,0,,,202406,https://seoulseokhospital.com/,0.0,127.1240445,37.4937452,0.0331223800123321,0.1428571428571428,0.6,0.16666666666666666,0,0.1428617489553175,0.7972618303033843,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ4MiQyNjEwMDIjNTEjJDEjJDIjJDgz,서울세계로병원,21,병원,110000,서울,110018,송파구,거여동,"서울특별시 송파구 위례서로 248, 지하1층, 5~12층 (거여동)",02-1670-9111,,20210225,10,0,0,0,10,0,0,0,0,0,0,0,0,,,202406,,0.0,127.1422629,37.4866428,0.0441214077225898,0.4285714285714285,0.6,0.09615384615384615,0,0.16054535373229079,0.8149454350803575,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ5MiQzNjE0ODEjNjEjJDEjJDgjJDgz,서울송도병원,21,병원,110000,서울,110017,중구,신당동,"서울특별시 중구 다산로 78, 송도병원 (신당동)",02-2231-0900,,19940225,43,0,0,0,41,2,0,0,0,0,0,0,0,,,202406,http://www.isongdo.com,0.0,127.0082458,37.5513137,0.0763304345840231,0.3571428571428571,0.6,0.32051282051282054,2,0.1026217584582966,0.9371691221063574,1.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQyIyQ3IyQwMCQyNjE0ODEjNTEjJDEjJDIjJDgz,서울숭인병원,21,병원,110000,서울,110016,종로구,숭인동,"서울특별시 종로구 종로 386, 6.7.8.9층 (숭인동)",02-737-7582,,20180416,3,0,0,0,3,0,0,0,0,0,0,0,0,,,202406,,0.0,127.0203571,37.5740802,0.0122491145218417,0.2142857142857142,0.6,0.20512820512820512,0,0.11382801608581615,0.7682280974338829,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ2MiQyNjEwMDIjNjEjJDEjJDQjJDgz,서울스타병원,21,병원,110000,서울,110003,강서구,내발산동,"서울특별시 강서구 강서로 307, 서울스타병원빌딩 3,4,5,6,7,층 8,9호 (내발산동)",02-2604-9300,,20070823,5,0,0,0,5,0,0,0,0,0,0,0,0,,,202406,,0.0,126.8362212,37.5532563,0.0205289128734104,0.4285714285714285,0.6,0.3269230769230769,2,0.1278190077994761,0.9623663714475369,1.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5OSQ0NjEwMDIjNTEjJDEjJDIjJDgz,서울안강병원,21,병원,110000,서울,110021,서초구,서초동,"서울특별시 서초구 효령로 331, GL(지엘)빌딩 (서초동)",02-1899-3210,,20130125,12,1,0,0,11,0,0,0,0,0,0,0,0,,,202406,http://www.ahnkang.com,0.0,127.0203545,37.486403,0.0395744606270922,0.4285714285714285,0.6,0.032051282051282055,0,0.17653932748821602,0.8309394088362827,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ5OSQzNjEyMjIjNjEjJDEjJDQjJDgz,서울양병원,21,병원,110000,서울,110002,강동구,길동,"서울특별시 강동구 천호대로 1159, (길동)",02-480-8000,,20050228,19,0,0,0,18,0,0,0,1,0,0,0,0,,,202406,http://www.yangh.co.kr,0.0,127.1401353,37.5340876,0.045027141917094,0.3571428571428571,0.6,0.4166666666666667,2,0.051897879175076225,0.8864452428231371,1.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ3MiQ0NjEwMDIjODEjJDEjJDIjJDgz,서울연세병원,21,병원,110000,서울,110009,마포구,용강동,"서울특별시 마포구 토정로 271, 대현빌딩 지하1층,지상2~6층 (용강동)",02-2293-7582,,20101006,6,0,0,0,6,0,0,0,0,0,0,0,0,,,202406,http://www.syshand.com,0.0,126.9403129,37.5424658,0.0205289128734104,0.4285714285714285,0.6,0.3269230769230769,2,0.1278190077994761,0.9623663714475369,1.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ4MiQ0NjEwMDIjODEjJDEjJDIjJDgz,서울원병원,21,병원,110000,서울,110003,강서구,화곡동,"서울특별시 강서구 강서로 179, 6~10층 (화곡동)",1544-5888,,20220225,9,0,0,0,9,0,0,0,0,0,0,0,0,,,202406,,0.0,126.8393222,37.5423627,0.0327780273952522,0.4285714285714285,0.6,0.08333333333333333,0,0.1605301531668731,0.8149302345149398,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ3MiQzNjE0ODEjNDEjJDEjJDQjJDgz,서울유병원,21,병원,110000,서울,110024,강북구,미아동,"서울특별시 강북구 도봉로 77, 지하2층~지하1층, 3층~8층층 (미아동)",02-1670-8875,,20200828,5,0,0,0,5,0,0,0,0,0,0,0,0,,,202406,www.seouluhospital.com,0.0,127.0295679,37.6160691,0.0320893221610925,0.0714285714285714,0.6,0.17307692307692307,0,0.21125159978540073,0.8656516811334675,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ3OSQzNjEwMDIjNjEjJDEjJDgjJDgz,서울재활병원,21,병원,110000,서울,110015,은평구,구산동,"서울특별시 은평구 갈현로11길 30, (구산동)",02-6020-3000,,19980421,8,0,0,0,8,0,0,0,0,0,0,0,0,,,202406,,0.0,126.9068531,37.6057782,0.0125934671389216,0.2142857142857142,0.6,0.1282051282051282,0,0.06250249161676254,0.7169025729648293,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQyIyQ3IyQwMCQyNjE4MzIjNzEjJDEjJDgjJDgz,서울큰나무병원,21,병원,110000,서울,110003,강서구,화곡동,"서울특별시 강서구 강서로 206, 2,3,4,5,6층 (화곡동)",02-2695-1155,,20180731,3,0,0,0,3,0,0,0,0,0,0,0,0,,,202406,,0.0,126.8380461,37.5444824,0.0006887052341597,0.2142857142857142,0.6,0.11538461538461538,0,0.06175731475392087,0.7161573961019876,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ3MiQyNjEwMDIjNjEjJDEjJDgjJDgz,서울특별시 북부병원,21,병원,110000,서울,110019,중랑구,망우동,"서울특별시 중랑구 양원역로 38, (망우동)",02-2036-0200,,20060427,11,0,0,0,10,0,0,0,0,1,0,0,0,,,202406,http://www.bbhosp.go.kr,0.0,127.1077447,37.604325,0.0230705123753252,0.2142857142857142,0.6,0.16025641025641024,0,0.07898982389374333,0.73338990524181,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjE4MzIjODEjJDEjJDIjJDgz,서울특별시서북병원,21,병원,110000,서울,110015,은평구,역촌동,"서울특별시 은평구 갈현로7길 49, (역촌동)",02-3156-3000,,19601124,21,2,0,0,18,0,0,0,1,0,0,0,0,,,202406,http://sbhosp.seoul.go.kr,0.0,126.9044499,37.60421,0.0280477098658916,0.0714285714285714,0.6,0.1987179487179487,0,0.22029394853935433,0.8746940298874211,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQzIyQ3MiQzNjE0ODEjNjEjJDEjJDQjJDgz,서울특별시어린이병원,21,병원,110000,서울,110021,서초구,내곡동,"서울특별시 서초구 헌릉로 260, (내곡동)",02-570-8000,,19780523,16,2,0,0,12,1,0,0,1,0,0,0,0,,,202406,http://childhosp.seoul.go.kr,0.0,127.0689282,37.4557936,0.0226657811885084,0.0,0.6,0.1282051282051282,0,0.2725150498760434,0.9269151312241102,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQwMyQ0NjE0ODEjNjEjJDEjJDAjJDgz,서울퍼스트병원,21,병원,110000,서울,110004,관악구,봉천동,"서울특별시 관악구 은천로 51, (봉천동, 2,3,4,5,6층)",02-882-6900,,20100429,5,0,0,0,5,0,0,0,0,0,0,0,0,,,202406,http://www.sfhospital.co.kr,0.0,126.9411916,37.4862977,0.0122491145218417,0.3571428571428571,0.6,0.1282051282051282,0,0.08957512288208458,0.7439752042301513,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ2MiQzNjE4MzIjNzEjJDEjJDgjJDgz,서울프라임병원,21,병원,110000,서울,110023,광진구,자양동,"서울특별시 광진구 동일로 92-1, B1~2, 2~7층 (자양동)",02-464-2700,,20120816,7,0,0,0,7,0,0,0,0,0,0,0,0,,,202406,,0.0,127.0635902,37.5408266,0.0443384366829342,0.3571428571428571,0.6,0.16025641025641024,0,0.10502998776278834,0.7594300691108551,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQwMyQzNjE4MzIjNjEjJDEjJDgjJDgz,서울필병원,21,병원,110000,서울,110003,강서구,내발산동,"서울특별시 강서구 강서로 357, (내발산동)",02-1600-8205,,20230503,5,0,0,0,5,0,0,0,0,0,0,0,0,,,202406,,0.0,,,0.0208732654904903,0.3571428571428571,0.6,0.08974358974358973,0,0.08898143313045707,0.7433815144785237,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ4MiQzNjEyMjIjODEjJDEjJDIjJDgz,서울현대병원,21,병원,110000,서울,110024,강북구,번동,"서울특별시 강북구 도봉로 374, (번동, 서울현대병원)",02-1588-6853,,20100324,19,0,0,0,19,0,0,0,0,0,0,0,0,,,202406,www.seoulhyundai.co.kr/,0.0,127.0285199,37.6402555,0.0700384262514856,0.4285714285714285,0.6,0.4358974358974359,2,0.11026390528511236,0.9448112689331731,1.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ4OSQzNjEyMjIjNzEjJDEjJDgjJDgz,서재곤링커병원,21,병원,110000,서울,110018,송파구,송파동,"서울특별시 송파구 백제고분로 436, (송파동, 서재곤링커병원)",02-2284-2001,,20170407,8,0,0,0,8,0,0,0,0,0,0,0,0,,,202406,,0.0,127.1120917,37.5094802,0.0169794320512023,0.4285714285714285,0.6,0.12179487179487178,0,0.1585470119778431,0.8129470933259098,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ4OSQzNjEwMDIjNTEjJDEjJDIjJDgz,선수촌병원,21,병원,110000,서울,110018,송파구,잠실동,"서울특별시 송파구 올림픽로 76, (잠실동)",02-1661-3379,,20130903,7,0,0,0,7,0,0,0,0,0,0,0,0,,,202406,http://www.sunsoochon.co.kr,0.0,127.0792026,37.5115631,0.009804987675801,0.4285714285714285,0.6,0.17307692307692307,0,0.17105092848299747,0.8254510098310641,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQyIyQzIyQwMCQyNjE4MzIjNjEjJDEjJDAjJDgz,선한목자병원,21,병원,110000,서울,110001,강남구,역삼동,"서울특별시 강남구 논현로 507, (역삼동, 성지하이츠3차빌딩 2층,3층일부)",02-557-1004,,20090901,4,0,0,0,4,0,0,0,0,0,0,0,0,,,202406,,0.0,127.0361824,37.5015847,0.0288841939559642,0.3571428571428571,0.6,0.358974358974359,2,0.06732081297420055,0.9018681766222614,1.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ5OSQ0NjEwMDIjODEjJDEjJDYjJDgz,성북우리아이들병원,21,병원,110000,서울,110012,성북구,하월곡동,"서울특별시 성북구 동소문로46길 10, (하월곡동)",02-912-0100,,20180223,19,0,0,0,16,1,0,0,2,0,0,0,0,,,202406,,0.0,127.0293592,37.6068633,0.0114497245179063,0.0,0.6,0.10256410256410256,0,0.2718352574856414,0.9262353388337081,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQyIyQ3IyQwMCQzNjE4MzIjNTEjJDEjJDYjJDgz,세바른병원,21,병원,110000,서울,110021,서초구,서초동,"서울특별시 서초구 서초중앙로 47, (서초동)",1588-3094,,20151214,9,0,0,0,9,0,0,0,0,0,0,0,0,,,202406,,0.0,127.0153417,37.4859524,0.0223984548147227,0.1428571428571428,0.6,0.14102564102564102,0,0.1335545297669878,0.7879546111150545,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ2MiQ0NjEwMDIjNTEjJDEjJDYjJDgz,세솟는정형외과병원,21,병원,110000,서울,110009,마포구,신수동,"서울특별시 마포구 백범로 26, 세솟는병원 (신수동)",02-719-7373,,20200217,3,0,0,0,3,0,0,0,0,0,0,0,0,,,202406,,0.0,126.9371026,37.5523808,0.0169794320512023,0.3571428571428571,0.6,0.12179487179487178,0,0.08817198270688947,0.7425720640549562,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ5OSQyNjEwMDIjNjEjJDEjJDAjJDgz,솔병원,21,병원,110000,서울,110003,강서구,방화동,"서울특별시 강서구 방화대로 352, 1~4층 (방화동)",02-2064-7575,,20040624,4,0,0,0,4,0,0,0,0,0,0,0,0,,,202406,http://www.sol-hospital.co.kr,0.0,126.8173869,37.572376,0.0205289128734104,0.3571428571428571,0.6,0.1346153846153846,0,0.09112060342130836,0.745520684769375,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQwMyQzNjEwMDIjNDEjJDEjJDQjJDgz,송파드림재활병원,21,병원,110000,서울,110018,송파구,가락동,"서울특별시 송파구 송이로 111, B3-6층 (가락동, 청석빌딩)",02-430-1122,,20130715,8,1,0,0,7,0,0,0,0,0,0,0,0,,,202406,,0.0,127.1221669,37.4967206,0.0241538764266036,0.3571428571428571,0.6,0.11538461538461538,0,0.08761926812413223,0.7420193494721989,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ4MiQ0NjE0ODEjNDEjJDEjJDQjJDgz,신세계서울병원,21,병원,110000,서울,110013,영등포구,영등포동4가,"서울특별시 영등포구 경인로 841, 서울영등포동4가우체국 (영등포동4가)",1544-1180,,20211228,10,0,0,0,10,0,0,0,0,0,0,0,0,,,202406,,0.0,126.90606,37.5165276,0.0320893221610925,0.0714285714285714,0.6,0.10256410256410256,0,0.20100394270509633,0.8554040240531631,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQxMyQzNjEyMjIjNDEjJDEjJDQjJDgz,신일병원,21,병원,110000,서울,110024,강북구,수유동,"서울특별시 강북구 덕릉로 73, (수유동)",02-903-5121,,19820522,10,0,0,0,10,0,0,0,0,0,0,0,0,,,202406,,0.0,127.0218488,37.6347937,0.0290807677171313,0.4285714285714285,0.6,0.17307692307692307,0,0.17124106619501755,0.8256411475430843,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQyIyQ1IyQwMCQyNjEwMDIjNjEjJDEjJDQjJDgz,신촌연세병원,21,병원,110000,서울,110009,마포구,신수동,"서울특별시 마포구 서강로 110, 지2층~6층 (신수동)",02-337-7582,,19991124,16,1,0,0,15,0,0,0,0,0,0,0,0,,,202406,http://www.scys.co.kr,0.0,126.9337712,37.5525983,0.0341554378635718,0.3571428571428571,0.6,0.3782051282051282,2,0.05588391542908926,0.89043127907715,1.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ4MiQ0NjEwMDIjNDEjJDEjJDQjJDgz,실로암안과병원,21,병원,110000,서울,110003,강서구,등촌동,"서울특별시 강서구 등촌로 181, (등촌동, 실로암안과병원)",02-2650-0700,,19860218,13,0,0,0,13,0,0,0,0,0,0,0,0,,,202406,http://www.siloam.co.kr,0.0,126.8622776,37.5460226,0.0010330578512396,0.4285714285714285,0.6,0.08974358974358973,0,0.15984504692278587,0.8142451282708526,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ4MiQzNjE4MzIjNjEjJDEjJDQjJDgz,심정병원,21,병원,110000,서울,110004,관악구,신림동,"서울특별시 관악구 남부순환로 1485, 삼남빌딩 2~6층 (신림동)",1588-3330,,20150113,5,0,0,0,5,0,0,0,0,0,0,0,0,,,202406,,0.0,126.9156501,37.482352,0.0320893221610925,0.3571428571428571,0.6,0.12179487179487178,0,0.08932625292158985,0.7437263342696565,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQyIyQ3IyQwMCQ0NjEwMDIjNDEjJDEjJDQjJDgz,아름제일병원,21,병원,110000,서울,110005,구로구,구로동,"서울특별시 구로구 새말로 94, 2~6층, 9층 / 새말로 110 지하1층동 3~6층 (구로동)",-,,20131001,15,0,0,0,15,0,0,0,0,0,0,0,0,,,202406,,0.0,126.8905378,37.5054584,0.0484706680878929,0.4285714285714285,0.6,0.15384615384615383,0,0.16733297007056608,0.8217330514186327,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQwMyQyNjEyMjIjNjEjJDEjJDgjJDgz,아카시아병원,21,병원,110000,서울,110025,금천구,독산동,"서울특별시 금천구 시흥대로114길 5, (독산동)",02-858-0067,,20031107,4,0,0,0,4,0,0,0,0,0,0,0,0,,,202406,,0.0,126.8985537,37.4680986,0.0198402076392507,0.4285714285714285,0.6,0.2948717948717949,2,0.14918086888391963,0.9837282325319805,1.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQxMyQzNjEyMjIjNjEjJDEjJDgjJDgz,에이치큐브병원,21,병원,110000,서울,110006,도봉구,창동,"서울특별시 도봉구 도봉로 604, (창동)",02-900-2000,,20080131,16,0,0,0,16,0,0,0,0,0,0,0,0,,,202406,,0.0,127.0410736,37.6583201,0.0325242938879302,0.4285714285714285,0.6,0.21794871794871792,0,0.1930784674361447,0.8474785487842114,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ5MiQyNjE4MzIjNjEjJDEjJDgjJDgz,엔플러스병원,21,병원,110000,서울,110007,동대문구,장안동,"서울특별시 동대문구 장한로32길 7, 장안동의료시설 (장안동)",02-6235-7575,,20220526,4,0,0,0,4,0,0,0,0,0,0,0,0,,,202406,,0.0,127.0726089,37.5754527,0.0241538764266036,0.4285714285714285,0.6,0.1282051282051282,0,0.15936498220138776,0.8137650635494544,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ3MiQzNjEwMDIjNDEjJDEjJDgjJDgz,연세건우병원,21,병원,110000,서울,110004,관악구,봉천동,"서울특별시 관악구 남부순환로 1814, 대연빌딩 3,4,8,9층 (봉천동)",1644-4630,,20140617,10,0,0,0,10,0,0,0,0,0,0,0,0,,,202406,,0.0,126.9516001,37.4810595,0.0057633753806002,0.1428571428571428,0.6,0.17307692307692307,0,0.14529995810976437,0.7997000394578311,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4OSQzNjEyMjIjODEjJDEjJDIjJDgz,연세노블병원,21,병원,110000,서울,110015,은평구,녹번동,"서울특별시 은평구 서오릉로 37, (녹번동)",02-384-0009,,20040324,5,0,0,0,5,0,0,0,0,0,0,0,0,,,202406,http://www.ysnoble.co.kr/,0.0,126.9244756,37.6040714,0.0367172934017853,0.2142857142857142,0.6,0.21153846153846154,0,0.12072347151791174,0.7751235528659784,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ3MiQzNjE4MzIjNDEjJDEjJDgjJDgz,연세무척나은병원,21,병원,110000,서울,110023,광진구,능동,"서울특별시 광진구 천호대로 568, (능동)",02-3425-8200,,20120530,9,0,0,0,9,0,0,0,0,0,0,0,0,,,202406,http://www.ysks.co.kr,0.0,127.0809144,37.5562714,0.018012489902442,0.4285714285714285,0.6,0.4230769230769231,2,0.10537557199393655,0.9399229356419974,1.0
