암호화요양기호,요양기관명,종별코드,종별코드명,시도코드,시도코드명,시군구코드,시군구코드명,읍면동,주소,전화번호,병원URL,개설일자,총의사수,의과일반의 인원수,의과인턴 인원수,의과레지던트 인원수,의과전문의 인원수,치과일반의 인원수,치과인턴 인원수,치과레지던트 인원수,치과전문의 인원수,한방일반의 인원수,한방인턴 인원수,한방레지던트 인원수,한방전문의 인원수,x좌표,y좌표,조사기간,병원홈페이지,조산사 인원수,좌표(X),좌표(Y),equitments,levels,grade
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ4OSQyNjE4MzIjNTEjJDEjJDIjJDgz,민트병원,21,병원,110000,서울,110018,송파구,문정동,"서울특별시 송파구 정의로8길 7, 한스빌딩 1~4층 (문정동)",02-2088-3000,,20170131,13,0,0,0,13,0,0,0,0,0,0,0,0,,,202406,,0.0,127.1159205,37.4862139,0.0302375408623649,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQxMyQzNjEwMDIjNjEjJDEjJDAjJDgz,바른본병원,21,병원,110000,서울,110023,광진구,능동,"서울특별시 광진구 천호대로 630, (능동)",02-1577-9844,,20111226,4,0,0,0,4,0,0,0,0,0,0,0,0,,,202406,http://www.barunbone.co.kr,0.0,127.0871436,37.5537921,0.018012489902442,0.1428571428571428,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ3MiQ0NjE0ODEjNTEjJDEjJDIjJDgz,바른사랑병원,21,병원,110000,서울,110004,관악구,신림동,"서울특별시 관악구 신원로 35, 삼모 더 프라임 타워 3,7층 (신림동)",02-878-8875,,20201222,4,0,0,0,4,0,0,0,0,0,0,0,0,,,202406,,0.0,126.9290563,37.4823204,0.0169794320512023,0.2857142857142857,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ2MiQ0NjEwMDIjNjEjJDEjJDAjJDgz,반도정형외과병원,21,병원,110000,서울,110017,중구,신당동,"서울특별시 중구 동호로 202, 반도정형외과 (신당동)",2252-0202,,20060302,6,1,0,0,5,0,0,0,0,0,0,0,0,,,202406,http://www.bando24.com,0.0,127.010117,37.5560086,0.0443384366829342,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ4OSQyNjE0ODEjNDEjJDEjJDgjJDgz,방화병원,21,병원,110000,서울,110003,강서구,방화동,"서울특별시 강서구 양천로 92, 지하1, 지상1~6층 층호 (방화동, 방화정형외과)",02-2666-7582,,20120720,3,0,0,0,3,0,0,0,0,0,0,0,0,,,202406,www.bhos.co.kr/,0.0,126.814012,37.5732419,0.0166350794341224,0.2142857142857142,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ5MiQ0NjEwMDIjNjEjJDEjJDQjJDgz,본서부병원,21,병원,110000,서울,110015,은평구,응암동,"서울특별시 은평구 은평로 133, (응암동)",02-3156-5000,,20020805,6,0,0,0,6,0,0,0,0,0,0,0,0,,,202406,,0.0,126.922605,37.6007663,0.0205289128734104,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ2MiQzNjEyMjIjNTEjJDEjJDIjJDgz,비에비스나무병원,21,병원,110000,서울,110001,강남구,논현동,"서울특별시 강남구 논현로 627, 유현빌딩 지하2,1~9,12층 (논현동)",02-519-8800,,20080909,13,0,0,0,13,0,0,0,0,0,0,0,0,,,202406,https://www.vievisnamuh.com/,0.0,127.0324057,37.5095709,0.0420185874731329,0.3571428571428571,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ5MiQyNjEyMjIjODEjJDEjJDIjJDgz,비에스코아이비인후과병원,21,병원,110000,서울,110003,강서구,내발산동,"서울특별시 강서구 강서로 323, 4~8층 (내발산동)",02-6953-8226,,20220428,7,0,0,0,7,0,0,0,0,0,0,0,0,,,202406,,0.0,126.8365498,37.5546873,0.0038938334392879,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ2MiQyNjE0ODEjNDEjJDEjJDQjJDgz,빠른병원,21,병원,110000,서울,110018,송파구,송파동,"서울특별시 송파구 백제고분로 405, 유니온테크송파빌딩 (송파동)",02-423-8288,,20140428,4,0,0,0,4,0,0,0,0,0,0,0,0,,,202406,,0.0,127.1097102,37.5074505,0.0054190227635203,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ5OSQzNjE4MzIjNTEjJDEjJDIjJDgz,사랑의병원,21,병원,110000,서울,110004,관악구,봉천동,"서울특별시 관악구 남부순환로 1860, -1,1,3,4,5층 (봉천동,  )",02-880-0114,,20060101,9,1,0,0,8,0,0,0,0,0,0,0,0,,,202406,,0.0,126.9562934,37.4796227,0.0635006470216152,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ4OSQzNjE0ODEjNjEjJDEjJDAjJDgz,사랑플러스병원,21,병원,110000,서울,110002,강동구,명일동,"서울특별시 강동구 양재대로 1580, (명일동)",02-1661-9991,,20120803,15,0,0,0,15,0,0,0,0,0,0,0,0,,,202406,http://www.sarang-plus.com/main/main.php,0.0,127.1436234,37.5466916,0.0439940840658544,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ3OSQ0NjE0ODEjNDEjJDEjJDQjJDgz,삼성미래여성병원,21,병원,110000,서울,110005,구로구,오류동,"서울특별시 구로구 서해안로 2296, 삼성미래여성병원 (오류동)",02-2682-2100,,20120709,8,0,0,0,8,0,0,0,0,0,0,0,0,,,202406,http://samsungmirae.co.kr,0.0,126.8404114,37.4912147,0.0265643447461629,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQxMyQyNjE0ODEjNDEjJDEjJDQjJDgz,새길병원,21,병원,110000,서울,110013,영등포구,영등포동6가,"서울특별시 영등포구 영중로 59, (영등포동6가)",02-1522-0075,,20151127,7,0,0,0,7,0,0,0,0,0,0,0,0,,,202406,,0.0,126.9046993,37.5216832,0.0324336747781723,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ4MiQyNjEyMjIjNDEjJDEjJDgjJDgz,새로운병원,21,병원,110000,서울,110001,강남구,논현동,"서울특별시 강남구 학동로 121, 새로운병원빌딩 지하1층일부~7층 (논현동)",1577-0212,,20210531,8,0,0,0,8,0,0,0,0,0,0,0,0,,,202406,,0.0,127.0243422,37.5122594,0.0217097495805629,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ3MiQzNjEyMjIjNjEjJDEjJDgjJDgz,새숨병원,21,병원,110000,서울,110018,송파구,문정동,"서울특별시 송파구 정의로8길 4, KDG70타워 2,3,4층 (문정동)",02-449-7588,,20200831,3,0,0,0,3,0,0,0,0,0,0,0,0,,,202406,,0.0,127.1157088,37.485699,0.0003443526170798,0.2857142857142857,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ3OSQzNjE0ODEjNTEjJDEjJDYjJDgz,새움병원,21,병원,110000,서울,110025,금천구,독산동,"서울특별시 금천구 시흥대로139길 8, 새움병원 (독산동)",02-1577-7015,,20101108,18,0,0,0,18,0,0,0,0,0,0,0,0,,,202406,,0.0,126.8976554,37.4730529,0.0276696987223303,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQwMyQyNjE4MzIjNTEjJDEjJDYjJDgz,새힘병원,21,병원,110000,서울,110022,노원구,상계동,"서울특별시 노원구 노원로 416, (상계동)",02-6956-1231,,20230201,5,0,0,0,5,0,0,0,0,0,0,0,0,,,202406,,0.0,127.0679083,37.6537182,0.0169794320512023,0.3571428571428571,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ3OSQzNjEyMjIjNDEjJDEjJDgjJDgz,서울21세기병원,21,병원,110000,서울,110021,서초구,서초동,"서울특별시 서초구 서초중앙로 39, (서초동)",02-3477-0880,,20030901,10,0,0,0,10,0,0,0,0,0,0,0,0,,,202406,,0.0,127.0157273,37.4852908,0.0249148777856911,0.3571428571428571,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ3MiQzNjE4MzIjNjEjJDEjJDAjJDgz,서울고든병원,21,병원,110000,서울,110003,강서구,등촌동,"서울특별시 강서구 양천로 600, 파인블루빌딩 지하1,2,7,8,층 9,10호 (등촌동)",1670-0124,,20121010,6,0,0,0,6,0,0,0,0,0,0,0,0,,,202406,,0.0,126.8646913,37.5554814,0.0249148777856911,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQwMyQyNjEwMDIjNDEjJDEjJDgjJDgz,서울나은병원,21,병원,110000,서울,110007,동대문구,제기동,"서울특별시 동대문구 왕산로 137, (제기동)",02-1544-6003,,20110310,6,0,0,0,6,0,0,0,0,0,0,0,0,,,202406,,0.0,127.0387505,37.5785713,0.0320893221610925,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ3OSQyNjE4MzIjODEjJDEjJDYjJDgz,서울노보스병원,21,병원,110000,서울,110006,도봉구,도봉동,"서울특별시 도봉구 도봉로 755, (도봉동)",02-3492-3251,,19930203,11,0,0,0,10,0,0,0,0,0,0,0,1,,,202406,http://novos.kr,0.0,127.0436246,37.6718832,0.056587551204776,0.3571428571428571,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE0ODEjODEjJDEjJDIjJDgz,서울대효병원,21,병원,110000,서울,110025,금천구,시흥동,"서울특별시 금천구 시흥대로 230, 서평빌딩 5,6,7층 (시흥동)",02-896-2114,,20111021,4,0,0,0,3,0,0,0,0,0,0,0,1,,,202406,,0.0,126.9012036,37.4544278,0.0003443526170798,0.3571428571428571,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQyIyQ3IyQwMCQ0NjE0ODEjODEjJDEjJDIjJDgz,서울대효병원,21,병원,110000,서울,110003,강서구,내발산동,"서울특별시 강서구 강서로47가길 33, 덕산빌딩 2,3,4,5,6층 (내발산동)",02-2663-1114,,20100308,5,1,0,0,3,0,0,0,0,1,0,0,0,,,202406,,0.0,126.835767,37.5511213,0.0003443526170798,0.3571428571428571,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjEwMDIjNjEjJDEjJDgjJDgz,서울라본병원,21,병원,110000,서울,110019,중랑구,망우동,"서울특별시 중랑구 망우로 476, (망우동)",02-2209-6677,,20080901,7,0,0,0,7,0,0,0,0,0,0,0,0,,,202406,,0.0,127.1050937,37.6003119,0.018012489902442,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQxMyQzNjE4MzIjNTEjJDEjJDYjJDgz,서울미즈병원,21,병원,110000,서울,110002,강동구,천호동,"서울특별시 강동구 천호대로 1043, (천호동)",02-470-9114,,20031205,14,0,0,0,14,0,0,0,0,0,0,0,0,,,202406,http://gdmiz.com/,0.0,127.128117,37.5376208,0.0044765840220385,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQxMyQyNjEwMDIjODEjJDEjJDIjJDgz,서울바른세상병원,21,병원,110000,서울,110025,금천구,독산동,"서울특별시 금천구 시흥대로 421, (독산동, 건국빌딩)",02-2111-9700,,20151202,11,0,0,0,11,0,0,0,0,0,0,0,0,,,202406,,0.0,126.8977957,37.4712638,0.0245705251686112,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ5MiQzNjEyMjIjNjEjJDEjJDQjJDgz,서울병원,21,병원,110000,서울,110015,은평구,대조동,"서울특별시 은평구 진흥로 191, (대조동)",02-357-9964,,20020625,6,0,0,0,6,0,0,0,0,0,0,0,0,,,202406,,0.0,126.9307507,37.608851,0.0292285465730441,0.3571428571428571,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ4MiQzNjE4MzIjODEjJDEjJDYjJDgz,서울병원,21,병원,110000,서울,110018,송파구,가락동,"서울특별시 송파구 오금로 290, (가락동)",02-405-8500,,19980605,18,0,0,0,16,1,0,0,1,0,0,0,0,,,202406,,0.0,127.1247204,37.5039282,0.061207183964361,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ3MiQyNjE4MzIjNDEjJDEjJDgjJDgz,서울본브릿지병원,21,병원,110000,서울,110001,강남구,도곡동,"서울특별시 강남구 도곡로 214, 롤스웰빌딩,지하2층, 지하1층, 지상1층 일부, 지상2~7층  (도곡동)",02-1899-0090,,20200515,11,0,0,0,11,0,0,0,0,0,0,0,0,,,202406,,0.0,127.0424459,37.4924788,0.0277404513349489,0.1428571428571428,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ4MiQ0NjE0ODEjNTEjJDEjJDYjJDgz,서울석병원,21,병원,110000,서울,110018,송파구,가락동,"서울특별시 송파구 송이로 148, (가락동)",02-403-7585,,20150121,7,0,0,0,7,0,0,0,0,0,0,0,0,,,202406,https://seoulseokhospital.com/,0.0,127.1240445,37.4937452,0.0331223800123321,0.1428571428571428,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ4MiQyNjEwMDIjNTEjJDEjJDIjJDgz,서울세계로병원,21,병원,110000,서울,110018,송파구,거여동,"서울특별시 송파구 위례서로 248, 지하1층, 5~12층 (거여동)",02-1670-9111,,20210225,10,0,0,0,10,0,0,0,0,0,0,0,0,,,202406,,0.0,127.1422629,37.4866428,0.0441214077225898,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ5MiQzNjE0ODEjNjEjJDEjJDgjJDgz,서울송도병원,21,병원,110000,서울,110017,중구,신당동,"서울특별시 중구 다산로 78, 송도병원 (신당동)",02-2231-0900,,19940225,43,0,0,0,41,2,0,0,0,0,0,0,0,,,202406,http://www.isongdo.com,0.0,127.0082458,37.5513137,0.0763304345840231,0.3571428571428571,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQyIyQ3IyQwMCQyNjE0ODEjNTEjJDEjJDIjJDgz,서울숭인병원,21,병원,110000,서울,110016,종로구,숭인동,"서울특별시 종로구 종로 386, 6.7.8.9층 (숭인동)",02-737-7582,,20180416,3,0,0,0,3,0,0,0,0,0,0,0,0,,,202406,,0.0,127.0203571,37.5740802,0.0122491145218417,0.2142857142857142,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ2MiQyNjEwMDIjNjEjJDEjJDQjJDgz,서울스타병원,21,병원,110000,서울,110003,강서구,내발산동,"서울특별시 강서구 강서로 307, 서울스타병원빌딩 3,4,5,6,7,층 8,9호 (내발산동)",02-2604-9300,,20070823,5,0,0,0,5,0,0,0,0,0,0,0,0,,,202406,,0.0,126.8362212,37.5532563,0.0205289128734104,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5OSQ0NjEwMDIjNTEjJDEjJDIjJDgz,서울안강병원,21,병원,110000,서울,110021,서초구,서초동,"서울특별시 서초구 효령로 331, GL(지엘)빌딩 (서초동)",02-1899-3210,,20130125,12,1,0,0,11,0,0,0,0,0,0,0,0,,,202406,http://www.ahnkang.com,0.0,127.0203545,37.486403,0.0395744606270922,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ5OSQzNjEyMjIjNjEjJDEjJDQjJDgz,서울양병원,21,병원,110000,서울,110002,강동구,길동,"서울특별시 강동구 천호대로 1159, (길동)",02-480-8000,,20050228,19,0,0,0,18,0,0,0,1,0,0,0,0,,,202406,http://www.yangh.co.kr,0.0,127.1401353,37.5340876,0.045027141917094,0.3571428571428571,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ3MiQ0NjEwMDIjODEjJDEjJDIjJDgz,서울연세병원,21,병원,110000,서울,110009,마포구,용강동,"서울특별시 마포구 토정로 271, 대현빌딩 지하1층,지상2~6층 (용강동)",02-2293-7582,,20101006,6,0,0,0,6,0,0,0,0,0,0,0,0,,,202406,http://www.syshand.com,0.0,126.9403129,37.5424658,0.0205289128734104,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ4MiQ0NjEwMDIjODEjJDEjJDIjJDgz,서울원병원,21,병원,110000,서울,110003,강서구,화곡동,"서울특별시 강서구 강서로 179, 6~10층 (화곡동)",1544-5888,,20220225,9,0,0,0,9,0,0,0,0,0,0,0,0,,,202406,,0.0,126.8393222,37.5423627,0.0327780273952522,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ3MiQzNjE0ODEjNDEjJDEjJDQjJDgz,서울유병원,21,병원,110000,서울,110024,강북구,미아동,"서울특별시 강북구 도봉로 77, 지하2층~지하1층, 3층~8층층 (미아동)",02-1670-8875,,20200828,5,0,0,0,5,0,0,0,0,0,0,0,0,,,202406,www.seouluhospital.com,0.0,127.0295679,37.6160691,0.0320893221610925,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ3OSQzNjEwMDIjNjEjJDEjJDgjJDgz,서울재활병원,21,병원,110000,서울,110015,은평구,구산동,"서울특별시 은평구 갈현로11길 30, (구산동)",02-6020-3000,,19980421,8,0,0,0,8,0,0,0,0,0,0,0,0,,,202406,,0.0,126.9068531,37.6057782,0.0125934671389216,0.2142857142857142,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQyIyQ3IyQwMCQyNjE4MzIjNzEjJDEjJDgjJDgz,서울큰나무병원,21,병원,110000,서울,110003,강서구,화곡동,"서울특별시 강서구 강서로 206, 2,3,4,5,6층 (화곡동)",02-2695-1155,,20180731,3,0,0,0,3,0,0,0,0,0,0,0,0,,,202406,,0.0,126.8380461,37.5444824,0.0006887052341597,0.2142857142857142,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ3MiQyNjEwMDIjNjEjJDEjJDgjJDgz,서울특별시 북부병원,21,병원,110000,서울,110019,중랑구,망우동,"서울특별시 중랑구 양원역로 38, (망우동)",02-2036-0200,,20060427,11,0,0,0,10,0,0,0,0,1,0,0,0,,,202406,http://www.bbhosp.go.kr,0.0,127.1077447,37.604325,0.0230705123753252,0.2142857142857142,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjE4MzIjODEjJDEjJDIjJDgz,서울특별시서북병원,21,병원,110000,서울,110015,은평구,역촌동,"서울특별시 은평구 갈현로7길 49, (역촌동)",02-3156-3000,,19601124,21,2,0,0,18,0,0,0,1,0,0,0,0,,,202406,http://sbhosp.seoul.go.kr,0.0,126.9044499,37.60421,0.0280477098658916,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQzIyQ3MiQzNjE0ODEjNjEjJDEjJDQjJDgz,서울특별시어린이병원,21,병원,110000,서울,110021,서초구,내곡동,"서울특별시 서초구 헌릉로 260, (내곡동)",02-570-8000,,19780523,16,2,0,0,12,1,0,0,1,0,0,0,0,,,202406,http://childhosp.seoul.go.kr,0.0,127.0689282,37.4557936,0.0226657811885084,0.0,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQwMyQ0NjE0ODEjNjEjJDEjJDAjJDgz,서울퍼스트병원,21,병원,110000,서울,110004,관악구,봉천동,"서울특별시 관악구 은천로 51, (봉천동, 2,3,4,5,6층)",02-882-6900,,20100429,5,0,0,0,5,0,0,0,0,0,0,0,0,,,202406,http://www.sfhospital.co.kr,0.0,126.9411916,37.4862977,0.0122491145218417,0.3571428571428571,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ2MiQzNjE4MzIjNzEjJDEjJDgjJDgz,서울프라임병원,21,병원,110000,서울,110023,광진구,자양동,"서울특별시 광진구 동일로 92-1, B1~2, 2~7층 (자양동)",02-464-2700,,20120816,7,0,0,0,7,0,0,0,0,0,0,0,0,,,202406,,0.0,127.0635902,37.5408266,0.0443384366829342,0.3571428571428571,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQwMyQzNjE4MzIjNjEjJDEjJDgjJDgz,서울필병원,21,병원,110000,서울,110003,강서구,내발산동,"서울특별시 강서구 강서로 357, (내발산동)",02-1600-8205,,20230503,5,0,0,0,5,0,0,0,0,0,0,0,0,,,202406,,0.0,,,0.0208732654904903,0.3571428571428571,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ4MiQzNjEyMjIjODEjJDEjJDIjJDgz,서울현대병원,21,병원,110000,서울,110024,강북구,번동,"서울특별시 강북구 도봉로 374, (번동, 서울현대병원)",02-1588-6853,,20100324,19,0,0,0,19,0,0,0,0,0,0,0,0,,,202406,www.seoulhyundai.co.kr/,0.0,127.0285199,37.6402555,0.0700384262514856,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ4OSQzNjEyMjIjNzEjJDEjJDgjJDgz,서재곤링커병원,21,병원,110000,서울,110018,송파구,송파동,"서울특별시 송파구 백제고분로 436, (송파동, 서재곤링커병원)",02-2284-2001,,20170407,8,0,0,0,8,0,0,0,0,0,0,0,0,,,202406,,0.0,127.1120917,37.5094802,0.0169794320512023,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ4OSQzNjEwMDIjNTEjJDEjJDIjJDgz,선수촌병원,21,병원,110000,서울,110018,송파구,잠실동,"서울특별시 송파구 올림픽로 76, (잠실동)",02-1661-3379,,20130903,7,0,0,0,7,0,0,0,0,0,0,0,0,,,202406,http://www.sunsoochon.co.kr,0.0,127.0792026,37.5115631,0.009804987675801,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQyIyQzIyQwMCQyNjE4MzIjNjEjJDEjJDAjJDgz,선한목자병원,21,병원,110000,서울,110001,강남구,역삼동,"서울특별시 강남구 논현로 507, (역삼동, 성지하이츠3차빌딩 2층,3층일부)",02-557-1004,,20090901,4,0,0,0,4,0,0,0,0,0,0,0,0,,,202406,,0.0,127.0361824,37.5015847,0.0288841939559642,0.3571428571428571,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ5OSQ0NjEwMDIjODEjJDEjJDYjJDgz,성북우리아이들병원,21,병원,110000,서울,110012,성북구,하월곡동,"서울특별시 성북구 동소문로46길 10, (하월곡동)",02-912-0100,,20180223,19,0,0,0,16,1,0,0,2,0,0,0,0,,,202406,,0.0,127.0293592,37.6068633,0.0114497245179063,0.0,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQyIyQ3IyQwMCQzNjE4MzIjNTEjJDEjJDYjJDgz,세바른병원,21,병원,110000,서울,110021,서초구,서초동,"서울특별시 서초구 서초중앙로 47, (서초동)",1588-3094,,20151214,9,0,0,0,9,0,0,0,0,0,0,0,0,,,202406,,0.0,127.0153417,37.4859524,0.0223984548147227,0.1428571428571428,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ2MiQ0NjEwMDIjNTEjJDEjJDYjJDgz,세솟는정형외과병원,21,병원,110000,서울,110009,마포구,신수동,"서울특별시 마포구 백범로 26, 세솟는병원 (신수동)",02-719-7373,,20200217,3,0,0,0,3,0,0,0,0,0,0,0,0,,,202406,,0.0,126.9371026,37.5523808,0.0169794320512023,0.3571428571428571,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ5OSQyNjEwMDIjNjEjJDEjJDAjJDgz,솔병원,21,병원,110000,서울,110003,강서구,방화동,"서울특별시 강서구 방화대로 352, 1~4층 (방화동)",02-2064-7575,,20040624,4,0,0,0,4,0,0,0,0,0,0,0,0,,,202406,http://www.sol-hospital.co.kr,0.0,126.8173869,37.572376,0.0205289128734104,0.3571428571428571,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQwMyQzNjEwMDIjNDEjJDEjJDQjJDgz,송파드림재활병원,21,병원,110000,서울,110018,송파구,가락동,"서울특별시 송파구 송이로 111, B3-6층 (가락동, 청석빌딩)",02-430-1122,,20130715,8,1,0,0,7,0,0,0,0,0,0,0,0,,,202406,,0.0,127.1221669,37.4967206,0.0241538764266036,0.3571428571428571,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ4MiQ0NjE0ODEjNDEjJDEjJDQjJDgz,신세계서울병원,21,병원,110000,서울,110013,영등포구,영등포동4가,"서울특별시 영등포구 경인로 841, 서울영등포동4가우체국 (영등포동4가)",1544-1180,,20211228,10,0,0,0,10,0,0,0,0,0,0,0,0,,,202406,,0.0,126.90606,37.5165276,0.0320893221610925,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQxMyQzNjEyMjIjNDEjJDEjJDQjJDgz,신일병원,21,병원,110000,서울,110024,강북구,수유동,"서울특별시 강북구 덕릉로 73, (수유동)",02-903-5121,,19820522,10,0,0,0,10,0,0,0,0,0,0,0,0,,,202406,,0.0,127.0218488,37.6347937,0.0290807677171313,0.4285714285714285,0.6
